context,direction,library,rank,term,p_value,adj_p_value,overlap_genes,matches_nominated_agent
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,25,CPC006 A673 6H-BRD-K81473043-0.35,0.0015030789431656722,0.2131084608159825,FAM155B;PRX;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,26,CPC006 SNUC5 6H-perhexiline maleate-10.0,0.0015315949786927254,0.2131084608159825,EDA;PRX;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,27,CPC014 PHH 24H-BRD-U64289953-10.0,0.0015570610672793503,0.2131084608159825,EDA;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,28,CPC006 MCF7 6H-zm 336372-102.71,0.0015570610672793503,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,29,CPC014 A549 6H-hy-10159-10.0,0.0016191794360833108,0.2131084608159825,FAM155B;PRX;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,30,CPC016 ASC 24H-BRD-A75409952 (wortmannin)-10.0,0.0016374867723787483,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,31,CPC014 MCF7 24H-BRD-K68174511-10.0,0.001649058020438449,0.2131084608159825,EDA;PRX;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,32,CPC007 PC3 6H-ncgc00188535-01-10.0,0.001679280957681793,0.2131084608159825,FAM155B;EDA;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,33,CPC006 PC3 24H-BRD-K04853698-10.0,0.001709849718117101,0.2131084608159825,FAM155B;EDA;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,34,CPC013 HT29 6H-hy-10181-10.0,0.0017198589811284121,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,35,CPC007 VCAP 6H-BRD-A58924247-10.0,0.0017407657636910694,0.2131084608159825,EDA;BIN1;PRX,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,36,CPC012 A375 6H-11k-629s-10.0,0.0018904204196260454,0.2131084608159825,EDA;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,37,CPC014 A375 6H-hy-50878-10.0,0.0018904204196260454,0.2131084608159825,EDA;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,38,CPC010 HT29 6H-k784-3188-10.0,0.0019336358929995464,0.2131084608159825,FAM155B;EDA;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,39,"CPC006 HT29 6H-l-690,488-10.0",0.001978598434185653,0.2131084608159825,EDA;PRX,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,40,CPC001 PC3 6H-angiogenesis inhibitor-10.0,0.002068700520484921,0.2131084608159825,FAM155B;PRX,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,41,CPC014 HT29 6H-hy-11004-10.0,0.002068700520484921,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,42,CPC007 A375 24H-BRD-K16472144-10.0,0.002068700520484921,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,43,CPC003 PC3 6H-jtc 801-10.0,0.0020693428408409677,0.2131084608159825,FAM155B;EDA;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,44,CPC019 HA1E 6H-BRD-K91677732-10.0,0.002160721100314693,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,45,CPC013 HEPG2 6H-BRD-K67010098-10.0,0.002160721100314693,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,46,CPC006 A673 6H-chr 2797-80.0,0.0021749280124979207,0.2131084608159825,FAM155B;EDA;PRX,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,47,CPC013 MCF7 24H-BRD-K66359319-10.0,0.002254654605050414,0.2131084608159825,PRX;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,48,CPC002 HCC515 24H-mometasone furoate-10.0,0.002350495478973478,0.2131084608159825,EDA;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,49,CPC004 A375 6H-cgp 57380-10.0,0.002350495478973478,0.2131084608159825,EDA;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,50,CPC017 SKB 24H-mibefradil dihydrochloride-10.0,0.002350495478973478,0.2131084608159825,EDA;PRX,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,51,CPC007 A375 6H-ncgc00188740-01-10.0,0.0024482381777960827,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,52,CPC009 A375 6H-BRD-K40373196-10.0,0.0024482381777960827,0.2131084608159825,EDA;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,53,CPC007 A549 6H-ncgc00183691-01-10.0,0.002547877166796628,0.2131084608159825,PRX;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,54,CPC020 A375 6H-BRD-K50234570-10.0,0.002547877166796628,0.2131084608159825,EDA;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,55,CPC011 MCF7 24H-tegaserod-10.0,0.002630648654235842,0.2131084608159825,FAM155B;EDA;EPB41L3,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,56,CPC008 HCC515 6H-ncgc00182392-01-10.0,0.0027528219402575757,0.2131084608159825,EDA;BIN1,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,57,CPC009 HEPG2 6H-vorinostat-10.0,0.0027528219402575757,0.2131084608159825,EDA;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,58,CPC005 PC3 24H-bvt 948-10.0,0.0027530995421551083,0.2131084608159825,EDA;BIN1;PTPN21,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,59,CPC014 PC3 6H-BRD-A77467113-10.0,0.0028581167144899784,0.2131084608159825,FAM155B;EDA,
SCBC NEUROD1+,mimicry (control),LINCS_L1000_Chem_Pert_up,60,CPC019 HEPG2 6H-BRD-K57309821-10.0,0.0028581167144899784,0.2131084608159825,FAM155B;PRX,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,1,LJP005 SKBR3 3H-NVP-BEZ235-0.04,8.452167289925196e-05,0.14491664281288016,DENND2D;MAL;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,2,CPC017 HT29 6H-jx 401-10.0,0.0001059962407944511,0.14491664281288016,ITGB4;LTBR;PBX1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,3,LJP009 HT29 24H-vorinostat-10,0.00011330464645260373,0.14491664281288016,DENND2D;C1ORF106;LAD1;MAL;PTGS1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,4,LJP008 MCF7 24H-I-BET151-1.11,0.00023299061376428514,0.18646315889558165,C1ORF106;ALDH3B2;C1S;MAL,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,5,LJP006 SKBR3 24H-withaferin-a-3.33,0.0002429803999160564,0.18646315889558165,DENND2D;ALDH3B2;PBX1;PTGS1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,6,LJP006 BT20 24H-CGP-60474-0.04,0.00038818539239692234,0.237049559486331,LAD1;TFAP2C;MAL;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,7,LJP005 SKBR3 24H-TG-101348-10,0.000432459451760312,0.237049559486331,DENND2D;LAD1;LY75;MAL,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,8,LJP005 BT20 24H-LDN-193189-10,0.0007538852420525269,0.36158220921944323,C1ORF106;LAD1;LY75;PBX1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,9,LJP006 MCF7 24H-alvocidib-0.12,0.0014127246831094672,0.3999693461853088,TFAP2C;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,10,LJP006 MCF10A 3H-linifanib-10,0.0014140999649540113,0.3999693461853088,C1ORF106;PLA2G4A;PTGS1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,11,CPC017 MCF7 6H-wr 216174-10.0,0.0017687514504928004,0.3999693461853088,ITGB4;PLA2G4A,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,12,CPC012 VCAP 6H-1483-0018-10.0,0.002374172468896089,0.3999693461853088,ITGB4;AGRN,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,13,LJP006 BT20 24H-A443654-10,0.00261235214373904,0.3999693461853088,PLA2G4A;MAL;PBX1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,14,LJP005 SKBR3 24H-withaferin-a-3.33,0.0027950958671545843,0.3999693461853088,ALDH3B2;PBX1;PTGS1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,15,CPC019 HT29 6H-BRD-K67870070-10.0,0.0028246421255210884,0.3999693461853088,ITGB4;AGRN,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,16,CPC001 VCAP 24H-scoulerine-10.0,0.0030637473161426875,0.3999693461853088,ITGB4;AGRN,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,17,LJP006 MCF7 3H-BMS-345541-10,0.003285882104379451,0.3999693461853088,TFAP2C;PBX1;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,18,LJP006 BT20 24H-AT-7519-1.11,0.003826404083405585,0.3999693461853088,LAD1;TFAP2C;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,19,LJP006 BT20 24H-PF-562271-10,0.003826404083405585,0.3999693461853088,TFAP2C;MAL;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,20,LJP005 BT20 24H-PF-477736-10,0.0038358070126423786,0.3999693461853088,C1S;LY75,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,21,LJP006 LNCAP 3H-saracatinib-10,0.004111205189486558,0.3999693461853088,C1ORF106;TFAP2C,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,22,LJP006 MCF7 3H-JNK-9L-0.37,0.004111205189486558,0.3999693461853088,C1ORF106;TFAP2C,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,23,LJP005 MCF7 3H-XMD16-144-0.37,0.004395525019554094,0.3999693461853088,ALDH3B2;C1S,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,24,LJP009 PC3 24H-ponatinib-3.33,0.004395525019554094,0.3999693461853088,MAL;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,25,LJP009 HT29 24H-PF-3758309-3.33,0.004418151436739624,0.3999693461853088,C1S;MAL;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,26,LJP005 SKBR3 24H-LDN-193189-3.33,0.004542771267759219,0.3999693461853088,DENND2D;PBX1;PTGS1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,27,CPC013 A549 24H-c8273-10.0,0.004990689707727336,0.3999693461853088,ITGB4;AGRN,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,28,LJP009 HA1E 24H-GDC-0879-3.33,0.005301415318264195,0.3999693461853088,C1ORF106;LRMP,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,29,LJP006 BT20 24H-BI-2536-1.11,0.00561672134753945,0.3999693461853088,C1ORF106;TFAP2C;C1S,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,30,LJP006 PC3 24H-BI-2536-10,0.00561672134753945,0.3999693461853088,DENND2D;C1S;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,31,LJP008 MCF7 24H-Y-27632-10,0.00562082408690962,0.3999693461853088,C1ORF106;PTGS1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,32,LJP005 A549 24H-buparlisib-0.37,0.00562082408690962,0.3999693461853088,DENND2D;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,33,LJP009 MCF7 24H-KIN001-055-1.11,0.00562082408690962,0.3999693461853088,MAL;PBX1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,34,LJP009 HA1E 24H-SB-203580-3.33,0.00562082408690962,0.3999693461853088,C1ORF106;PTGS1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,35,LJP007 MCF7 24H-XMD-885-3.33,0.006630561679194175,0.3999693461853088,ALDH3B2;MAL,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,36,CPC012 PC3 6H-BRD-K01614657-10.0,0.006984116830723341,0.3999693461853088,ITGB4;AGRN,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,37,LJP006 BT20 24H-BMS-387032-3.33,0.006992862274092687,0.3999693461853088,TFAP2C;PLA2G4A;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,38,LJP006 LNCAP 3H-celastrol-0.12,0.007346063427891016,0.3999693461853088,TFAP2C;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,39,LJP006 BT20 24H-radicicol-10,0.007663123516829513,0.3999693461853088,MAL;PBX1;PTGS1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,40,LJP006 SKBR3 24H-XMD-1150-10,0.007663123516829513,0.3999693461853088,DENND2D;C1S;MAL,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,41,LJP005 A375 24H-PF-431396-3.33,0.007716343966064588,0.3999693461853088,DENND2D;MAL,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,42,LJP005 SKBR3 24H-radicicol-10,0.00783641798051677,0.3999693461853088,DENND2D;PBX1;PTGS1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,43,LJP006 BT20 24H-alvocidib-0.37,0.008012018494398246,0.3999693461853088,TFAP2C;MAL;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,44,LJP005 SKBR3 24H-dasatinib-0.37,0.008094901226925976,0.3999693461853088,C1ORF106;PTGS1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,45,LJP006 HCC515 24H-JNK-9L-3.33,0.008189932003149535,0.3999693461853088,TFAP2C;PBX1;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,46,LJP005 SKBR3 3H-SU-11274-3.33,0.008481678262813926,0.3999693461853088,MAL;PBX1,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,47,LJP006 MCF7 3H-JNK-9L-1.11,0.008481678262813926,0.3999693461853088,C1ORF106;TFAP2C,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,48,LJP009 MCF7 24H-dasatinib-0.37,0.008481678262813926,0.3999693461853088,PTGS1;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,49,CPD001 MCF7 6H-bambuterol hydrochloride-10.0,0.008876618402253058,0.3999693461853088,ITGB4;AGRN,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,50,LJP007 MCF7 24H-motesanib-10,0.008876618402253058,0.3999693461853088,PTGS1;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,51,LJP005 HA1E 24H-erlotinib-10,0.008876618402253058,0.3999693461853088,MAL;HOXC6,erlotinib
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,52,LJP005 PC3 24H-TWS-119-3.33,0.009279665252557814,0.3999693461853088,MAL;LRMP,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,53,LJP006 BT20 24H-PHA-793887-10,0.009306356903507427,0.3999693461853088,TFAP2C;MAL;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,54,CPC015 MCF7 6H-sertraline hydrochloride-10.0,0.009867755893827221,0.3999693461853088,ITGB4,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,55,CPC019 VCAP 6H-BRD-K82524003-10.0,0.009867755893827221,0.3999693461853088,ITGB4,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,56,CPC006 PC3 24H-itraconazole-10.0,0.009867755893827221,0.3999693461853088,AGRN,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,57,LJP006 BT20 24H-CGP-60474-10,0.009896314183049777,0.3999693461853088,TFAP2C;MAL;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,58,CPC006 VCAP 24H-importazole-60.0,0.010097708666153397,0.3999693461853088,APOBEC3C;ITGB4;AGRN,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,59,LJP006 HS578T 3H-XMD-1150-10,0.010109854865250118,0.3999693461853088,TFAP2C;HOXC6,
SCBC POU2F3+,reversal,LINCS_L1000_Chem_Pert_down,60,LJP008 MCF7 24H-I-BET-3.33,0.010536886200083875,0.3999693461853088,MAL;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,1,LJP009 HCC515 24H-KIN001-127-3.33,0.0001307449285420355,0.4401971673973332,LY75;PLA2G4A;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,2,LJP006 LNCAP 3H-BMS-387032-0.37,0.00020830082291535624,0.4401971673973332,DENND2D;ITGB4;PTGS1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,3,LJP006 PC3 24H-AZD-7762-3.33,0.0002881297142583939,0.4401971673973332,DENND2D;MAL;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,4,LJP005 A549 24H-dasatinib-0.12,0.0010268754287942015,0.4401971673973332,PLA2G4A;MAL;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,5,LJP007 HT29 24H-everolimus-10,0.0011832825950597976,0.4401971673973332,LAD1;C1ORF106;ITGB4,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,6,CPC014 PC3 24H-BRD-A60245366-10.0,0.0012158954920140476,0.4401971673973332,ITGB4;LY75;LTBR;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,7,CPC012 PC3 24H-BRD-K87909389-10.0,0.0014537057812271776,0.4401971673973332,MAP4K1;LY75;LTBR;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,8,CPC006 HCC515 24H-niclosamide-10.0,0.001956199521718063,0.4401971673973332,DENND2D;AGRN;CORO2B,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,9,LJP005 SKBR3 3H-YM-201636-1.11,0.0021092423363523716,0.4401971673973332,SPIB;SIM2;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,10,LJP005 MDAMB231 3H-trametinib-10,0.002374172468896089,0.4401971673973332,PBX1;PTGS1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,11,LJP005 MCF10A 24H-SB590885-10,0.00261235214373904,0.4401971673973332,DENND2D;C1S;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,12,LJP006 PC3 24H-nintedanib-1.11,0.0028246421255210884,0.4401971673973332,PBX1;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,13,CPC003 HA1E 24H-finasteride-10.0,0.0029855420932308812,0.4401971673973332,KIAA1107;ITGB4;LY75,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,14,LJP005 HA1E 24H-buparlisib-3.33,0.003183795642106336,0.4401971673973332,DENND2D;ITGB4;PTGS1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,15,LJP005 PC3 24H-TGX-221-1.11,0.003569390835226733,0.4401971673973332,TFAP2C;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,16,LJP005 HS578T 3H-CYT387-0.37,0.0038358070126423786,0.4401971673973332,LY75;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,17,LJP007 HEPG2 24H-PD-0325901-0.04,0.004056876290720975,0.4401971673973332,CCDC69;LY75;LRMP,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,18,LJP006 MCF10A 24H-PD-0325901-10,0.004295636153672883,0.4401971673973332,C1S;ITGB4;PTGS1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,19,LJP006 MCF10A 24H-ZSTK-474-1.11,0.004418151436739624,0.4401971673973332,C1ORF106;C1S;ITGB4,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,20,CPC006 THP1 6H-sid 26681509-88.8,0.004542771267759219,0.4401971673973332,DENND2D;AVIL;AGRN,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,21,LJP006 MCF10A 24H-WZ-4-145-1.11,0.004542771267759219,0.4401971673973332,C1ORF106;ITGB4;PTGS1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,22,LJP005 MCF10A 3H-pelitinib-0.04,0.004688706448142651,0.4401971673973332,C1S;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,23,LJP006 SKBR3 3H-JNK-9L-1.11,0.004688706448142651,0.4401971673973332,PTGS1;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,24,LJP006 MDAMB231 24H-BMS-345541-10,0.004798366497014401,0.4401971673973332,RNF43;C1S;PTGS1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,25,LJP006 HA1E 24H-QL-XII-47-0.37,0.004990689707727336,0.4401971673973332,PBX1;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,26,CPC009 A375 6H-sb 205607-10.0,0.004990689707727336,0.4401971673973332,ITGB4;AGRN,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,27,CPC014 HCC515 6H-p8624-10.0,0.005062504012397023,0.4401971673973332,JPH3;ITGB4;AGRN,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,28,LJP006 MCF10A 24H-gefitinib-0.12,0.005197801079391988,0.4401971673973332,DENND2D;ITGB4;MAL,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,29,LJP005 MCF7 24H-PD-0325901-1.11,0.005301415318264195,0.4401971673973332,PBX1;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,30,LJP007 HA1E 24H-KIN001-244-3.33,0.005301415318264195,0.4401971673973332,MAL;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,31,CPC009 PC3 24H-BRD-K79222491-10.0,0.005384390804130747,0.4401971673973332,MAP4K1;ITGB4;LY75;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,32,CPC006 NCIH2073 6H-vorinostat-11.1,0.005760735693758265,0.4401971673973332,ITGB4;AGRN;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,33,LJP005 HEPG2 24H-barasertib-0.37,0.005948857106487369,0.4401971673973332,MAL;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,34,LJP005 MDAMB231 3H-PD-0325901-10,0.005948857106487369,0.4401971673973332,C1S;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,35,LJP009 HCC515 24H-MLN-8054-1.11,0.005948857106487369,0.4401971673973332,TFAP2C;LY75,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,36,LJP005 PC3 24H-NVP-BEZ235-0.12,0.00620602821554043,0.4401971673973332,DENND2D;ITGB4;LY75,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,37,LJP006 MDAMB231 3H-AZD-5438-0.12,0.006285455750878577,0.4401971673973332,MAL;PTGS1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,38,LJP005 MCF10A 24H-PD-184352-0.04,0.006358904671993322,0.4401971673973332,C1S;LY75;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,39,CPC009 HA1E 6H-vorinostat-10.0,0.006358904671993322,0.4401971673973332,DENND2D;ITGB4;AGRN,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,40,CPC014 A549 24H-s1053-10.0,0.0065140181093645754,0.4401971673973332,ITGB4;AGRN;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,41,LJP006 MDAMB231 3H-selumetinib-3.33,0.006630561679194175,0.4401971673973332,PBX1;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,42,LJP009 HT29 24H-KIN001-260;-10,0.006630561679194175,0.4401971673973332,FAM49A;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,43,LJP008 MCF7 24H-GSK-J4-0.04,0.006984116830723341,0.4401971673973332,MAL;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,44,CPC009 A375 6H-BRD-K34711351-10.0,0.006984116830723341,0.4401971673973332,ITGB4;AGRN,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,45,LJP009 PC3 24H-ALW-II-38-3-3.33,0.006984116830723341,0.4401971673973332,LY75;MAL,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,46,LJP006 MDAMB231 3H-celastrol-1.11,0.007346063427891016,0.4401971673973332,MAL;PBX1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,47,LJP005 HCC515 24H-PIK-93-3.33,0.007716343966064588,0.4401971673973332,LRMP;HOXC6,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,48,LJP005 MCF10A 3H-erlotinib-0.12,0.007716343966064588,0.4401971673973332,C1S;HOXC6,erlotinib
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,49,LJP007 HA1E 24H-HG-9-91-01-10,0.008012018494398246,0.4401971673973332,C1S;PBX1;PTGS1,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,50,LJP005 HCC515 24H-PHA-665752-0.04,0.008094901226925976,0.4401971673973332,LY75;MAL,
SCBC POU2F3+,mimicry (control),LINCS_L1000_Chem_Pert_up,51,LJP006 HS578T 3H-PHA-793887-0.37,0.008094901226925976,0.4401971673973332,DENND2D;MAL,
